datetime;pCharge;pDischarge;eBess;eDeg;pCharge2;pDischarge2;eBess2;eDeg2;pAbs;expectRevs;Totaldeg;Total;Merge
2024-02-01T23:00:00Z;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,06;1955,227;0,0;1955,227;0,0
2024-02-02T00:00:00Z;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,69;1842,9345;0,0;1842,9345;0,0
2024-02-02T01:00:00Z;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,97;1738,26;0,0;1738,26;0,0
2024-02-02T02:00:00Z;5,2631579;0,0;5,0;0,0;0,0;0,0;0,0;0,0;34,893158;1908,30681102;0,0;1908,30681102;5,2631579
2024-02-02T03:00:00Z;100,0;0,0;100,0;0,0;10,0;0,0;8,5;0,0;139,78;7325,8697999999995;0,0;7325,8697999999995;100,0
2024-02-02T04:00:00Z;0,0;0,0;100,0;0,0;0,0;0,0;8,5;0,0;29,76;1636,8000000000002;0,0;1636,8000000000002;0,0
2024-02-02T05:00:00Z;0,0;0,0;100,0;0,0;0,0;0,0;8,5;0,0;29,37;1791,5700000000002;0,0;1791,5700000000002;0,0
2024-02-02T06:00:00Z;0,0;29,17;69,294737;0,0012083725;0,0;0,0;8,5;0,0;0,0;0,0;0,659771385;0,659771385;-29,17
2024-02-02T07:00:00Z;0,0;29,79;37,936842;0,0012340561;0,0;0,0;8,5;0,0;0,0;0,0;0,6737946306;0,6737946306;-29,79
2024-02-02T08:00:00Z;0,0;26,36;10,189474;0,0010919678;0,0;0,0;8,5;0,0;0,0;0,0;0,5962144187999999;0,5962144187999999;-26,36
2024-02-02T09:00:00Z;0,0;9,68;0,0;0,00040099575;0,0;0,0;8,5;0,0;7,62;468,0204;0,21894367950000002;468,2393436795;-9,68
2024-02-02T10:00:00Z;0,0;0,0;0,0;0,0;0,0;0,0;8,5;0,0;10,2;550,8;0,0;550,8;0,0
2024-02-02T11:00:00Z;5,2631579;0,0;5,0;0,0;0,0;0,0;8,5;0,0;12,203158;658,970532;0,0;658,970532;5,2631579
2024-02-02T12:00:00Z;0,0;0,0;5,0;0,0;0,0;0,0;8,5;0,0;3,7;205,35000000000002;0,0;205,35000000000002;0,0
2024-02-02T13:00:00Z;100,0;0,0;100,0;0,0;8,0207612;0,0;15,317647;0,0;110,15076;5871,035508;0,0;5871,035508;100,0
2024-02-02T14:00:00Z;0,0;0,0;100,0;0,0;0,0;0,0;15,317647;0,0;3,88;216,93079999999998;0,0;216,93079999999998;0,0
2024-02-02T15:00:00Z;0,0;0,0;100,0;0,0;0,0;0,0;15,317647;0,0;11,07;614,385;0,0;614,385;0,0
2024-02-02T16:00:00Z;0,0;0,0;100,0;0,0;0,0;0,0;15,317647;0,0;16,6;1177,7700000000002;0,0;1177,7700000000002;0,0
2024-02-02T17:00:00Z;0,0;12,43;86,915789;0,000514915;0,0;8,5;5,3176471;0,0002063799;0,0;0,0;0,3445022193;0,3445022193;-12,43
2024-02-02T18:00:00Z;0,0;21,57;64,210526;0,00089354115;0,0;4,52;0,0;0,00010974555;0,0;0,0;0,5215653517500001;0,5215653517500001;-21,57
2024-02-02T19:00:00Z;0,0;29,89;32,747368;0,0012381987;0,0;0,0;0,0;0,0;0,0;0,0;0,6760564902;0,6760564902;-29,89
2024-02-02T20:00:00Z;0,0;31,11;0,0;0,0012887374;0,0;0,0;0,0;0,0;0,0;0,0;0,7036506204;0,7036506204;-31,11
2024-02-02T21:00:00Z;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,03;2123,6932;0,0;2123,6932;0,0
2024-02-02T22:00:00Z;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,55;1680,25;0,0;1680,25;0,0
